id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
3180,137.08000,Dresses,"BCBGMAXAZRIA Women's Edesa V-Neck Shirred Dress",BCBGMAXAZRIA,298.00,Women,C20A7CE2A627BA838CFBFF082DB35197,3
3181,47.55590,Dresses,"Calvin Klein Women's Lux Stretch Career Dress","Calvin Klein",115.99,Women,F4AA0DD960521E045AE2F20621FB4EE9,3
3182,71.99400,Dresses,"Jones New York Women's Sequins Short Sleeve Dress","Jones New York",169.00,Women,8051A3C40561002834E59D566B7430CF,3
3183,68.88800,Dresses,"Suzi Chin Women's Lace Dress","Suzi Chin",158.00,Women,D9896106CA98D3D05B8CBDF4FD8B13A1,3
3184,94.30601,Dresses,"Eliza J Women's One Shoulder Twofer With Jacquard Party Dress","Eliza J",188.99,Women,3EB414BF1C2A66A09C185D60553417B8,2
3185,8.73563,Dresses,"One-size-fits-most Tube Dress/Coverup - Zinnia Ivy (many colors)",Alki'i,19.99,Women,39AE2ED11B14A4CCB41D35E9D1BA5D11,1
3186,48.70600,Dresses,"GUESS Regina Sweater Dress",GUESS,98.00,Women,3F4366AEB9C157CF9A30C90693EAFC55,7
3187,16.75162,Dresses,"Patty Women Elegant Black V Neck Floral Lace 3/4 Sleeve Cocktail Party Mini Dress",Patty,39.98,Women,31C0C178A9FC26FFECFFD8670E6D746D,1
3188,42.43200,Dresses,"KAMALIKULTURE Women's Short Sleeve Sweetheart Draped Dress",KAMALIKULTURE,96.00,Women,8D30AA96E72440759F74BD2306C1FA3D,9
3189,46.06000,Dresses,"KAMALIKULTURE Women's Long Sleeve Side Draped Dress",KAMALIKULTURE,98.00,Women,8832AE39136FB470B3FBBF9F47B4570D,9
3190,56.63100,Dresses,"Anne Klein Women's Top Pocket Sweater Dress","Anne Klein",129.00,Women,07C4B1FDD1EF8DA2D7E9393071204B71,2
3191,63.77200,Dresses,"Jones New York Women's Lace Pleated Dress","Jones New York",149.00,Women,F023559C6D59C04E3804209F573DBFF9,3
3192,149.05800,Dresses,"BCBGMAXAZRIA Women's Rivas Short Cocktail Dress With Cross Front",BCBGMAXAZRIA,338.00,Women,766E428D1E232BBDD58664B41346196C,3
3193,22.60219,Dresses,"Lindy Bop Vintage 50S Audrey Hepburn Style Swing Party Rockabilly Evening Dress","Lindy Bop",46.99,Women,68A9750337A418A86FE06C1991A1D64C,7
3194,66.79200,Dresses,"Miss Sixty Women's Penelope Dress","Miss Sixty",138.00,Women,563CA5E068BC78B807910338BB4D4279,2
3195,41.40794,Dresses,"Jax Women's Satin Dress",Jax,101.99,Women,7F01C939761597F9B832694D4C381512,8
3196,21.42744,Dresses,"Lindy Bop 'Grace' Vintage 1950's Rockabilly Style Bengaline Swing Party Evening Dress","Lindy Bop",46.99,Women,6C4BB406B3E7CD5447F7A76FD7008806,7
3197,55.09700,Dresses,"Jones New York Women's Matte Jersey Mock Jacket Dress","Jones New York",119.00,Women,721E7285B298CDE5B3D0C973ED8D7B63,3
3198,60.30000,Dresses,"Jones New York Women's Printed Matte Jersey Side Zipper Dress","Jones New York",134.00,Women,B08354F3688C4E4E8C52C207D7D5B8C3,3
3199,50.00400,Dresses,"Calvin Klein Women's Side Ruffle Dress","Calvin Klein",108.00,Women,B59307FDACF7B2DB12EC4BD5CA1CABA8,3
3200,91.47116,Dresses,"Eliza J Women's One Shoulder Gown With Beaded Patch At Waist","Eliza J",188.99,Women,731AE30AF8750C2D28720EA3C1F8C2B1,2
3201,48.69700,Dresses,"Jax Women's Colorblock Dress",Jax,116.50,Women,24EC8468B67314C2013D215B77034476,8
3202,28.38000,Dresses,"Julian Taylor Women's Sleeveless Lace Bodice Dress","Julian Taylor",60.00,Women,7486CEF2522EE03547CFB970A404A874,5
3203,17.91552,Dresses,"Plus Size Sequined Princess Ruffle Dress Black Red","eVogues Apparel",39.99,Women,799DE6D3DAE4C924142CF245A1D7F703,5
3204,5.40345,Dresses,"Allegra K Women Bowknot Detail Scoop Neck Dots Print Mini Dress Green M w Belt","Allegra K",11.05,Women,640258597CBC50037072712F964CF5D8,9
3205,71.06823,Dresses,"Eliza J Women's One Shoulder Dress With Beaded Patch At Side Waist","Eliza J",148.99,Women,9EF2ED4B7FD2C810847FFA5FA85BCE38,2
3206,38.31500,Dresses,"AGB Women's Long Sleeve Striped Sweater Dress",AGB,79.00,Women,211ED78FE91938B90F84A51944B08D5A,1
3207,20.17806,Dresses,"Jessica Howard Women's 3/4 Sleeve Crochet Blouson","Jessica Howard",44.94,Women,D77E68596C15C53C2A33AD143739902D,3
3208,17.09055,Dresses,"2B Double Peplum Metallic Dress","2b by bebe",34.95,Women,2EF248C04979D6B3A7B283EC3DC32CCA,5
3209,62.72000,Dresses,"Calvin Klein Women's Lux Stretch Rayon Career Dress","Calvin Klein",128.00,Women,1271A7029C9DF08643B631B02CF9E116,3
3210,47.92200,Dresses,"KAMALIKULTURE Women's Long Sleeve Side Draped Dress",KAMALIKULTURE,98.00,Women,731309C4BB223491A9F67EAC5214FB2E,9
3211,7.43500,Dresses,"Allegra K Ladies Black Long Dolman Sleeve Zipper Neck Pullover Loose Dress L","Allegra K",14.87,Women,6B620AEDFA4CF153467265629501DD61,9
3212,25.74000,Dresses,"Bobi Women's Modal Jersey Cowl Neck Dress",Bobi,60.00,Women,0AAE0FEDE9A4D278E2F9A171E62FC76B,1
3213,34.63567,Dresses,"Tiana B Women's Falling Feathers Dress","Tiana B",79.99,Women,9BD5EE6FE55AAEB673025DBCB8F939C1,7
3214,60.16600,Dresses,"Jones New York Women's Printed Matte Jersey Bateau Neck Godet Dress","Jones New York",134.00,Women,89D4402DC03D3B7318BBAC10203034AB,3
3215,29.27352,Dresses,"Moonar Chiffon One Shoulder Prom Formal Gown Full Length Party Bridemaid Dress",Moonar,67.92,Women,E2EACAFF46787BFEEFCAA24CF35264C7,5
3216,15.49584,Dresses,"Patty Women Sexy Drape Cowl Neck Long Sleeve Party Knit Dress",Patty,37.98,Women,133B3752E52BAE42230364CB720F81F7,1
3217,15.00642,Dresses,"Patty Women Comfy Off Shoulder Long Sleeve Fitted Casual Dress",Patty,34.98,Women,52EDC4A5890ADC59CEC82CB60F8AF691,1
3218,11.07500,Dresses,"Alki'i Missy Hibiscus Tank Top Summer Beach Sun Dress - OahuPrint",Alki'i,25.00,Women,B0169350CD35566C47BA83C6EC1D6F82,1
3219,58.37400,Dresses,"Maxandcleo Women's Ava Dress",maxandcleo,138.00,Women,94B5BDE6DE888DDF9CDE6748AD2523D1,10
3220,61.01700,Dresses,"Jones New York Women's Sweater Dress","Jones New York",129.00,Women,5812F92450CCAF17275500841C70924A,3
3221,4.42714,Dresses,"Allegra K Ladies Scoop Neck Sleeveless Lace Upper Detail Casual Dress Green XS","Allegra K",9.86,Women,F5C150AFBFBCEF941DEF203E85CF40BC,9
3222,61.83085,Dresses,"Eliza J Women's Cap Sleev Boat Neck Belted Dress With Topstitch Detail","Eliza J",148.99,Women,687FD5C7E0142DFB2DA70E5083B3C6A7,2
3223,57.98400,Dresses,"Calvin Klein Women's Matte Jersey Career Dress","Calvin Klein",128.00,Women,DF83971673DE5C8E71CA1E2645718DAD,3
3224,41.73600,Dresses,"Jessica Simpson Women's Pointed Ruffle Skirt Strapless Dress","Jessica Simpson",88.80,Women,0D352B4D3A317E3EAE221199FDB49651,4
3225,73.78600,Dresses,"Jax Women's Satin Dress",Jax,158.00,Women,6DFE08EDA761BD321F8A9B239F6F4EC3,8
3226,20.05662,Dresses,"Suzi Chin Women's Faux Wrap Dress","Suzi Chin",44.97,Women,907EDB0AA6986220DBFFB79A788596EE,3
3227,24.78141,Dresses,"Patty Women Gorgeous Hoodie Cable Jumper Knit Casual Party Mini Dress",Patty,53.99,Women,AAC61539FD1FB209B44B9F9D0D8D28AC,1
3228,65.48942,Dresses,"Jax Women's Split Shoulder Dress",Jax,142.99,Women,040A99F23E8960763E680041C601ACAB,8
3229,8.22195,Dresses,"Allegra K Women Point Collar Button up Long Sleeve Mini Dress White S","Allegra K",18.15,Women,85AE750AD1DBDC5C2703BCFE97E77152,9
3230,11.97600,Dresses,"American Apparel Sheer Jersey Chemise","American Apparel",24.00,Women,C12706A7C6E8D6476C3D2B6AE0042A82,8
3231,65.12000,Dresses,"Jessica Simpson Women's Sleeveless Multi Media Dress with Full Skirt","Jessica Simpson",148.00,Women,C3D377D10B13F8B39BF1218A60FE77B1,4
3232,18.99000,Dresses,"Volcom Juniors Neon Sunset Long Sleeve Dress",Volcom,45.00,Women,12E086066892A311B752673A28583D3F,4
3233,46.43100,Dresses,"KAMALIKULTURE Women's Racer Maxi Gown",KAMALIKULTURE,99.00,Women,B6D67A24906E8A8541291882F81D31CA,9
3234,21.05152,Dresses,"Lindy Bop 'Odette' Classy Vintage 1950s Black + Cream Collared Flared Swing Party Evening Dress","Lindy Bop",46.99,Women,C5658C711BA9170700FC7D3EE3F63E40,7
3235,48.11800,Dresses,"maxandcleo Women's Camille Dress",maxandcleo,98.00,Women,F87522788A2BE2D171666752F97DDEBB,10
3236,5.22070,Dresses,"Allegra K Women Stretchy One Shoulder Pullover Cocktail Party Dress w Waistband Black M","Allegra K",12.58,Women,DDCB155487B88AAA80AED158006BDBDF,9
3237,11.41677,Dresses,"Womens Elegant Faux Wrap Slimming V Neck 3/4 Sleeve Dress",Argenti,26.99,Women,544A4F59F691574154A60B8539EBF914,7
3238,19.97075,Dresses,"Lindy Bop Classy Vintage Audrey Hepburn Style 1950's Rockabilly Swing Evening Dress","Lindy Bop",46.99,Women,528AECDF9CF67E516DFD5EAA675CCFD9,7
3239,40.49595,Dresses,"Jessica Simpson Women's One-Shoulder Sequin Dress","Jessica Simpson",99.99,Women,AE3539867AAEEC609A4260C6FEB725F4,4
3240,63.99000,Dresses,"BCBGMAXAZRIA Women's Daly V-Neck Shirt Dress",BCBGMAXAZRIA,158.00,Women,D15426B9C324676610FBB01360473ED8,3
3241,17.91552,Dresses,"Plus Size Zipper Front Belt Accented Mini Dress Black","eVogues Apparel",39.99,Women,A64BD53139F71961C5C31A9AF03D775E,5
3242,29.34120,Dresses,"Gabby Skye Women's Pleated Dress","Gabby Skye",58.80,Women,032DD17B77FAB7D51A476C5FF2B5659C,1
3243,27.40080,Dresses,"Gabby Skye Women's Lace Twofer Dress","Gabby Skye",58.80,Women,38811C5285E34E2E3319AB7D9F2CFA5B,1
3244,93.81200,Dresses,"maxandcleo Women's Janet Evening Dress",maxandcleo,188.00,Women,88E1CE84F9FEEF5A08D0DF0334C53468,10
3245,21.34573,Dresses,"Roxy Juniors Fall Doll Tube Dress",Roxy,49.99,Women,0E1EBAD68AF7F0AE4830B7AC92BC3C6F,2
3246,4.67484,Dresses,"Allegra K Ladies Sleeveless Scoop Neck Striped Mini Dress Blue Green White XS","Allegra K",9.78,Women,D309CD6396E744600C943FADA20F686A,9
3247,40.06393,Dresses,"Anne Klein Women's Faux Wrap Dress","Anne Klein",85.79,Women,AC45088DF2E8D3CD2D8FBAFCEB920878,2
3248,58.69500,Dresses,"Nine West Dresses Women's 3/4 Sleeve Lace Sheath Dress","Nine West",129.00,Women,C57ABE86DE4E516E12DFA386053FBFE2,10
3249,18.08811,Dresses,"Designer Gathered Empire Flowy Evening Prom Party Dress","Hot from Hollywood",36.99,Women,0613239E122094ABB4EF998C01D16958,1
3250,56.44200,Dresses,"Jax Women's Contrast Lining Dress",Jax,138.00,Women,326FB04C3ABF030FE3F4E341F39B573F,8
3251,5.32908,Dresses,"Allegra K Woman Deep V Neck Gold Tone Stud Decor Stretchy Tank Dress Black XS","Allegra K",11.79,Women,504C296F8EB5FD521E744DA4E8371F28,9
3252,8.73563,Dresses,"Womens Long Sleeved Belted Midi Length Dress","VIP BOUTIQUE",19.99,Women,1E3B21CB226C39B6AA4634F820B372F3,5
3253,103.50000,Dresses,"Bailey 44 Women's Venom Dress","Bailey 44",207.00,Women,4AD13F04EF4373992C9D3046200AA350,6
3254,16.53176,Dresses,"Black & Sequins Padded Underwire Bra Adjustable Ruched Fitted Clubwear Mini Dress","Hot from Hollywood",38.99,Women,8DEB8D1DD92840F975B6931AB3A3C61E,1
3255,5.86311,Dresses,"Alki'i Sundress/Coverup/casual dress with shoulder straps (6 prints)",Alki'i,11.99,Women,2067E2650CD701AE71C68080F9DBBDC1,1
3256,28.38240,Dresses,"Gabby Skye Women's One Piece Beaded Dress","Gabby Skye",64.80,Women,2131F8ECF18DB66A758F718DC729E00E,1
3257,6.30750,Dresses,"Dollhouse Vampira Bustier Mini Dress",dollhouse,14.50,Women,4EA83D951990D8BF07A68EC3E50F9156,9
3258,42.18600,Dresses,"Jones New York Women's Cap Sleeve Dress","Jones New York",89.00,Women,485843481A7EDACBFCE101ECB1E4D2A8,3
3259,18.79530,Dresses,"Sleeveless Rhinestone Empire Waist Sheer Layer Evening Cocktail Party Dress","Hot from Hollywood",39.99,Women,A87D27F712DF362CD22C7A8EF823E987,1
3260,4.65205,Dresses,"Allegra K Woman Ruched Front Sleeveless Tube One-piece Dress Dark Blue M","Allegra K",11.05,Women,D54CE9DE9DF77C579775A7B6B1A4BDC0,9
3261,6.08814,Dresses,"Allegra K Women Self Tie Bowknot Shoulder Flower Print V Neck Dress Red XS","Allegra K",13.62,Women,95177E528F8D6C7C28A5473FD5A471B6,9
3262,53.37600,Dresses,"Miss Sixty Women's Ansley Dress with Cutouts","Miss Sixty",128.00,Women,8A50BAE297807DA9E97722A0B3FD8F27,2
3263,17.79555,Dresses,"Cross Back Fitted Bandage Clubwear Cocktail Party Dress","Hot from Hollywood",39.99,Women,F8037F94E53F17A2CC301033CA86D278,1
3264,16.07598,Dresses,"Tube Fitted Lace Strapless Evening Cocktail Prom Party Dress with Bow","Hot from Hollywood",39.99,Women,F0EAF559F89CA17022783964EBE9CDFD,1
3265,11.25000,Dresses,"Alki'i Missy Hibiscus Halter Summer Beach Sun Dress - Kauai Print",Alki'i,25.00,Women,F4334C131C781E2A6F0A5E34814C8147,1
3266,6.44640,Dresses,"Allegra K Black Knitting Cross V Neck Stretchy Tunic Dress S for Women","Allegra K",13.43,Women,AC73001B1D44F4925449CE09D9F5D5CA,9
3267,26.90640,Dresses,"maxandcleo Women's Alanna Cocktail Dress",maxandcleo,66.60,Women,073B00AB99487B74B63C9A6D2B962DDC,10
3268,180.91000,Dresses,"Rebecca Taylor Women's Lace Dress","Rebecca Taylor",395.00,Women,A4D92E2CD541FCA87E4620ABA658316D,8
3269,179.33000,Dresses,"Rebecca Taylor Women's Lace Dress","Rebecca Taylor",395.00,Women,C91E3483CF4F90057D02AA492D2B25B1,8
3270,34.35080,Dresses,"maxandcleo Women's Kayla Colorblock Dress",maxandcleo,81.40,Women,3F7BCD0B3EA822683BBA8FC530F151BD,10
3271,39.57591,Dresses,"Horny Toad Women's Oolong Longsleeve Dress","Horny Toad",83.67,Women,BFBB56BEE68D99AFFAA64F189045D5F2,1
3272,21.79564,Dresses,"Strapless Gown Formal Evening Party Special Occassion Long Maxi Dress","Hot from Hollywood",49.99,Women,79514E888B8F2ACACC68738D0CBB803E,1
3273,53.63200,Dresses,"Jessica Simpson Women's Sweater Top Combo Dress","Jessica Simpson",128.00,Women,9C8661BEFAE6DBCD08304DBF4DCAF0DB,4
3274,41.70000,Dresses,"Icebreaker Women's Villa Dress",Icebreaker,100.00,Women,2B323D6EB28422CEF49B266557DD31AD,1
3275,9.75512,Dresses,"Curve Appeal Cowl Neck Short Sleeve Sweater with Contrast PU Belt","Curve Appeal",19.99,Women,52B738B303D90A884137546353E09EBB,8
3276,23.56800,Dresses,"Julian Taylor Women's Printed Stripe Ponte Dress","Julian Taylor",48.00,Women,B58AC8403EB9CF17FAE1DCD16DF71FDE,5
3277,21.20000,Dresses,"Star Vixen Women's Plus-Size Full Wrap Dress","Star Vixen",50.00,Women,FD8C07A31F8A85910AD8476F5F7EFB27,3
3278,20.64000,Dresses,"Julian Taylor Women's Striped Ponte Dress","Julian Taylor",48.00,Women,F507783927F2EC2737BA40AFBD17EFB5,5
3279,38.16400,Dresses,"KAMALIKULTURE Women's Sleeveless Side Draped Dress",KAMALIKULTURE,94.00,Women,706608CFDBCC1886BB7EEA5513F90133,9
3280,15.91200,Dresses,"American Apparel California Fleece Pullover Raglan Hoodie Dress","American Apparel",39.00,Women,CC9657884708170E160C8372D92F3535,8
3281,4.82443,Dresses,"Allegra K Women Dots Print Flouncing Collar Elastic Waist Summer Dress Off White Black S w Belt","Allegra K",10.03,Women,60A70BB05B08D6CD95DEB3BDB750DCE8,9
3282,8.08724,Dresses,"VIP Boutique Womens Long Sleeved Bodycon Tunic Dress","VIP BOUTIQUE",16.99,Women,A495EEBBFA243B79C5B9B224C482D0C2,5
3283,6.86400,Dresses,"Allegra K Women Scoop Neck Long Sleeve Bar Striped Dress Black Red White XS","Allegra K",15.60,Women,C819904DDE95535C60452B16C1C494F6,9
3284,53.63200,Dresses,"Calvin Klein Women's Chiffon Dress","Calvin Klein",128.00,Women,C1D0F19C3F827DAF0EDD3E69C3B195A9,3
3285,4.77930,Dresses,"Allegra K Lady Tiered Layered Bowknot Decor Shoulder Elastic Waist Dress Black XS","Allegra K",10.74,Women,72B386224056BF940CD5B01341F65E9D,9
3286,17.35008,Dresses,"Patty Women V Neck Bow Front Short Sleeve Cocktail Party Flow Dress",Patty,34.98,Women,9DDB9DD5D8AEE9A76BF217A2A3C54833,1
3287,73.94400,Dresses,"Luna Lace Dress",Kiyonna,158.00,Women,946E3ECE1FC8B24BD656449D88ECA941,3
3288,16.03599,Dresses,"Plus Size Black Sequined Princess Ruffle Dress","eVogues Apparel",39.99,Women,B98249B38337C5088BBC660D8F872D6A,5
3289,5.65656,Dresses,"Allegra K Women Dots Print Elastic Waist Mini Dress Black Beige L w Brown Belt","Allegra K",12.74,Women,645E6BFDD05D1A69C5E47B20F0A91D46,9
3290,6.56820,Dresses,"Allegra K Woman Dolman Sleeve Side Shirr Blouse + Tank Dress Black L","Allegra K",14.76,Women,3A30BE93EB45566A90F4E95EE72A089A,9
3291,60.04297,Dresses,"Eliza J Women's Sleevless Pleated Neck With Lace Detail And Pleats At Waist","Eliza J",148.99,Women,980A875FF6EF9C2D75E74307CBF5D205,2
3292,44.59000,Dresses,"Whimsy Wrap Dress",Kiyonna,98.00,Women,CFCCE0621B49C983991EAD4C3D4D3B6B,3
3293,5.80337,Dresses,"Allegra K Women Scoop Neck Elastic Waist Chiffon Dress Dark Purple XS","Allegra K",11.63,Women,CA3EC598002D2E7662E2EF4BDD58278B,9
3294,27.34800,Dresses,"Roxy Juniors Crochet Dreams Long Sleeve Dress",Roxy,64.50,Women,7A430339C10C642C4B2251756FD1B484,2
3295,7.30287,Dresses,"Allegra K Ladies Double Breast Long Sleeve Spring Mini Dress Black L","Allegra K",15.31,Women,D5D7F5BBA709F5CBBE1F74977096FEB3,9
3296,18.36429,Dresses,"Black Wrap Bodice Empire waist plus size Dress","eVogues Apparel",38.99,Women,42CD63CB189C30ED03E42CE2C069566C,5
3297,18.87528,Dresses,"Kimono Sleeve Empire Rhinestone Fitted Party Mini Dress","Hot from Hollywood",39.99,Women,7A4BF9BA2BD774068AD50351FB898076,1
3298,32.27040,Dresses,"Gabby Skye Women's One Piece Flocked Velvet Dress","Gabby Skye",64.80,Women,FA84632D742F2729DC32CE8CB5D49733,1
3299,12.92800,Dresses,"American Apparel Solid Rib Turtleneck Dress","American Apparel",32.00,Women,7371364B3D72AC9A3ED8638E6F0BE2C9,8
3300,49.33500,Dresses,"Evolution by Cyrus Women's Long Sleeve Sharkbite Tunic dress","Evolution by Cyrus",115.00,Women,63BFD6E8F26D1D3537F4C5038264EF36,4
3301,21.97360,Dresses,"London Times Women's Stretch Charmeus Tuck Sheath Dress","London Times",49.94,Women,8217BB4E7FA0541E0F5E04FEA764AB91,3
3302,11.12500,Dresses,"Alki'i Missy Hibiscus Tube Summer Beach Sun Dress - Maui Print",Alki'i,25.00,Women,6FAB6E3AA34248EC1E34A4AEEDECDDC8,1
3303,3.84319,Dresses,"LnLClothing Ladies Fashion Over Size Collar / Cable Knit Sweater Dress ID.62009.BL.35C",LnLClothing,7.99,Women,F24AD6F72D6CC4CB51464F2B29AB69D3,1
3304,17.83554,Dresses,"Little Convertible Dress or Skirt 8 Different Looks Made in USA Sizes S M or L",Elan,39.99,Women,0E9D935F7E3F2B502450C049DDBC7C92,3
3305,54.27200,Dresses,"Calvin Klein Women's Ponte Career Dress","Calvin Klein",128.00,Women,B848EDAE25876384476F8970B8491160,3
3306,33.46512,Dresses,"AK Anne Klein Women's Cap Sleeve Scoopneck Solid Dress","Anne Klein",67.47,Women,16FC18D787294AD5171100E33D05D4E2,2
3307,31.74600,Dresses,"Switchblade Stiletto Womens DARLING DRESS in Choice of Colors and Patterns","Switchblade Stiletto",66.00,Women,D7AAB42E6B85C49C0F1D3A115E939C74,5
3308,18.34800,Dresses,"American Apparel Velvet Long Sleeve Mini Dress","American Apparel",44.00,Women,C4B43AE017AF4001C5193D310BF00942,8
3309,72.52200,Dresses,"Jax Women's Colorblock",Jax,158.00,Women,2B7B82A7EC6DE40781FD6EF338B41892,8
3310,29.16771,Dresses,"KAMALIKULTURE Women's Long Sleeve Side Draped Dress",KAMALIKULTURE,67.99,Women,69386F6BB1DFED68692A24C8686939B9,9
3311,15.98958,Dresses,"Patty Women Convertible V Neck / One Shoulder Open Back Ruched Evening Dress",Patty,37.98,Women,BDD8817990EF209F0FB6B049F2D2EA0C,1
3312,65.19100,Dresses,"Jones New York Women's Side Ruffle Dress","Jones New York",139.00,Women,334467D41D5CF21E234465A1530BA647,3
3313,6.40764,Dresses,"Allegra K Ladies Horizontal Stripes Blue Cuff Detail Pullover Spring Short Dress Dark Gray Black M","Allegra K",13.96,Women,09060616068D2B9544DC33F2FBE4CE2D,9
3314,20.09598,Dresses,"Strapless Tube Pleated Evening Prom Cocktail Party Satin Womens Mini Dress","Hot from Hollywood",49.99,Women,C46482DD5D39742F0BFD417B492D0E8E,1
3315,9.95505,Dresses,"National Polyester Slip-on Dress",National,19.95,Women,62DAD6E273D32235AE02B7D321578EE8,4
3316,58.02500,Dresses,"Jessica Howard Women's 2 Piece 3/4 Sleeve Bolero Jacket Party Dress","Jessica Howard",137.50,Women,8CE5D989374D216A867CDC8871484B43,3
3317,71.28000,Dresses,"laundry BY SHELLI SEGAL Women's Printed Matte Jersey Shift Dress","laundry by SHELLI SEGAL",165.00,Women,2C758933AF02C0B301906F2819AE1268,1
3318,62.82300,Dresses,"DKNYC Women's Plus-Size Long Sleeve Boatneck Dress With Exposed Zipper",DKNYC,129.00,Women,831B1AC54CC8DB480E3BABAC5FA2256B,2
3319,24.29595,Dresses,"Tiana B Women's Perfect Little Dress","Tiana B",59.99,Women,8A1D694707EB0FEFE65871369074926D,7
3320,7.75554,Dresses,"Allegra K Women Convertible Collar Double Breast Long Sleeve Autumn Dress Black M","Allegra K",15.86,Women,36ED197B3F31618FDBADB3DF86F804BD,9
3321,63.67400,Dresses,"Suzi Chin Women's Sequin Sheath","Suzi Chin",158.00,Women,3CFBDF468F0A03187F6CEE51A25E5E9A,3
3322,15.86871,Dresses,"Long Sleeve Cable Knit Turtleneck Sweater Warm Winter Mini Dress Top S M L","Hot from Hollywood",36.99,Women,F7CFDDE9DB36AF8E0D9A6D123D5C385E,1
3323,18.11547,Dresses,"Sleeveless Low Cut Scoop Neck Fitted Sequins Evening Party Cocktail Dress S M L","Hot from Hollywood",39.99,Women,A4351B79D9EA3D842EFA89FAE5D02B24,1
3324,4.14238,Dresses,"Allegra K Women Two Color Scoop Neck Sleeveless Casusal Chiffon Dress","Allegra K",9.91,Women,3CE6D3C8830D27EC2E6A1936ECBAA514,9
3325,83.07000,Dresses,"Robert Rodriguez Women's V-Neck Mini Dress","Robert Rodriguez",195.00,Women,936824C0191953647EC609B4F49BC964,3
3326,8.35582,Dresses,"Sugarlips Seamless Dress Cami",Sugarlips,19.99,Women,DBA132F6AB6A3E3D17A8D59E82105F4C,6
3327,19.45565,Dresses,"Studio by London Times - Stretch Knit Floral Sheath Dress","London Times",39.95,Women,20B02DC95171540BC52912BAF3AA709D,3
3328,30.22670,Dresses,"Anne Klein Women's Petite Dress","Anne Klein",74.45,Women,E94FE9AC8DC10DD8B9A239E6ABEE2848,2
3329,45.99540,Dresses,"Jessica Howard Women's 1 Piece Bell Sleeve Shift Dress","Jessica Howard",99.99,Women,AC8CD1808DC30460A81CAB1B0E6652FA,3
3330,5.88588,Dresses,"Allegra K Women Zipper Closure Hooded Short Sleeve Mini Dress Navy Blue XS","Allegra K",12.74,Women,2996962656838A97AF4C5F926FE6F1B0,9
3331,35.24530,Dresses,"Roamans Plus Size Side Bow Swimdress",Roamans,74.99,Women,0A2A51DAC6138826127F093500461D91,7
3332,4.46733,Dresses,"Allegra K Woman Solid Khaki Scoop Neck Dolman Sleeve Banded Dress M","Allegra K",10.13,Women,B0AB42FCB7133122B38521D13DA7120B,9
3333,136.78200,Dresses,"BCBGMAXAZRIA Women's Magde Strapless Cocktail Dress",BCBGMAXAZRIA,298.00,Women,2BE9BD7A3434F7038CA27D1918DE58BD,3
3334,15.26151,Dresses,"Leos Mexican Imports Mexican Dress Puebla",Leo's,33.99,Women,331316D4EFB44682092A006307B9AE3A,3
3335,9.15315,Dresses,"National Polyester Slip-on Dress Plus",National,21.95,Women,59A3ADEA76FADCB6DD9E54C96FC155D1,4
3336,77.83750,Dresses,"Sofie Women's Cashmere V-Neck Long Sleeve Dress",Sofie,162.50,Women,98BD65207EE83BFD17EBB0DB971EDDF9,2
3337,19.73580,Dresses,"Lindy Bop 'Laney' Chic Vintage 50's Style Black Bengaline Pencil Wiggle Dress","Lindy Bop",46.99,Women,A4FA7175D4757E45EAC71A8487751F63,7
3338,4.99472,Dresses,"Allegra K Lady Boat Neck Dolman Sleeve Pockets Detail Casual Mini Dress Black S","Allegra K",10.07,Women,2DE7CF2043693DB2EE898479A6E44529,9
3339,16.82700,Dresses,"Roxy Juniors Savage Dress",Roxy,39.50,Women,7BA0691B7777B6581397456412A41390,2
3340,14.41176,Dresses,"Patty Women Elegant Square Neck Ruched Evening Cocktail Party Dress",Patty,34.98,Women,F471223D1A1614B58A7DC45C9D01DF19,1
3341,51.73200,Dresses,"Karen Kane Women's Long Sleeve Wrap Dress","Karen Kane",108.00,Women,ACF06CDD9C744F969958E1F085554C8B,4
3342,32.61195,Dresses,"Anne Klein Women's Ponte Swing Dress","Anne Klein",74.97,Women,14491B756B3A51DAAC41C24863285549,2
3343,69.38400,Dresses,"Retro Glam Lace Dress",Kiyonna,168.00,Women,21C5BBA1DD6AED9AB48C2B34C1A0ADDE,3
3344,17.39003,Dresses,"Patty Women Ruched V Neck Dropped Waist Evening Clubwear Mini Dress",Patty,34.99,Women,3083202A936B7D0EF8B680D7AE73FA1A,1
3345,57.99500,Dresses,"Calvin Klein Women's Scuba Dress","Calvin Klein",115.99,Women,38A77AA456FC813AF07BB428F2363C8D,3
3346,38.00497,Dresses,"Anne Klein Women's Two Tone Mixed Media Dolman Dress","Anne Klein",85.79,Women,0655F117444FC1911AB9C6F6B0139051,2
3347,123.67000,Dresses,"BCBGMAXAZRIA Women's Enna Chevron Sequin Shift Dress",BCBGMAXAZRIA,298.00,Women,1A04F965818A8533F5613003C7DB243D,3
3348,43.38250,Dresses,"Adrianna Papell Women's Blouson Top Dress","Adrianna Papell",92.50,Women,333CB763FACC6CE398FF83845F224D62,10
3349,3.34781,Dresses,"LnLClothing Ladies Fashion Fold Over Sweater Dress ID.65302.BR.3E",LnLClothing,7.99,Women,69F268FB2BA1068615B3219C6E8F57E8,1
